?|100133144,1.5473436,0.48728803,1.1220255,0.5943621,0.9054147,0.0744974,2.2319396,2.018115,3.312854,0.20038034
?|155060,1.3078022,1.1422306,0.1309471,0.47516882,2.1264925,0.7526835,0.6374809,2.357147,1.9191647,1.1289101
?|553137,1.2861323,1.7327754,1.0366861,1.3955214,0.67042416,0.6729052,0.31769562,2.2362309,2.5081503,0.12548876
?|652919,0.27956724,1.4390837,2.8451571,2.3131063,0.12891035,0.9279553,0.611938,2.2672575,2.4058838,0.07999172
?|653553,1.4659529,1.1992124,1.7965338,0.13939917,2.2387369,1.5702409,0.9441052,0.9224122,0.37551612,1.3163373
?|90288,1.6511366,1.0052288,1.6340704,0.8374781,0.4737767,0.8222969,0.4925987,1.4174685,1.1501828,0.4682614
A1BG|1,1.4790956,2.199904,0.06449057,1.6449248,2.3251753,0.099416785,0.57331663,0.8947869,1.7433274,2.5700977
A1CF|29974,0.6527736,0.9097508,1.9142063,1.0867678,0.536925,0.4415347,1.2436968,1.8268676,0.6220777,0.3596445
A2BP1|54715,0.2109755,1.7610931,0.06343389,1.5771846,0.9916423,4.2021813,0.046825193,1.0960732,0.961359,0.8556256
A2LD1|87769,0.42356226,1.2740799,2.1368535,1.5226125,0.51872104,1.4341528,0.37577966,1.9054979,0.84780234,0.14801484
A4GNT|51146,1.7687593,0.90861726,1.2237335,0.19000977,0.6278071,0.7413299,0.76368946,2.5100474,2.207731,0.8068812
AACSL|729522,1.055341,1.1026385,1.6033409,0.8817091,0.78610414,0.9149955,0.7720113,1.6972978,1.0196134,0.59308296
AATK|9625,1.0082458,1.3128648,1.3298362,0.74152464,0.93462884,0.03498477,0.58284324,1.4570392,1.6539562,1.3762926
ABAT|18,0.94473153,1.2092537,1.7351524,1.2850853,0.85790527,1.4245838,0.6753927,1.7729784,0.9524978,0.17262416
ABCA10|10349,1.2304507,1.7697189,0.2782027,0.10617167,1.7797604,0.6867775,1.2753005,2.673147,1.724319,1.3182081
ABCA12|26154,1.2707243,0.38489315,1.7545543,1.2363219,1.3487833,0.8807189,1.1020947,0.6908246,0.37869823,1.3550019
ABCA13|154664,1.9224911,1.734026,0.3834994,1.5218775,0.05152642,1.4307625,0.054186396,1.3629277,1.6363857,1.0633599
ABCA17P|650655,1.729441,0.9067618,0.80365276,0.6465837,0.8705352,0.5192608,1.3403426,0.5188721,1.4337479,1.2209761
ABCA4|24,0.9568126,1.7247025,0.035352807,1.6077241,0.6207623,0.9372471,0.040673964,0.67057604,1.4289134,1.0590949
ABCA6|23460,1.2640213,2.147063,0.4488803,1.1598809,1.5921226,1.3649803,0.019042667,0.63734525,0.10777778,1.330472
ABCA7|10347,1.249727,1.5540564,0.17741309,0.1683621,2.7222698,3.112588,0.59141743,2.220634,0.9964957,0.7823792
ABCA8|10351,0.60478574,1.4596093,0.96241647,1.292132,0.8753817,1.0992526,0.2873516,1.9400618,1.2229398,1.2426219
ABCA9|10350,1.3003187,2.1018193,0.27418312,1.4127079,1.8279814,1.0725127,0.46568415,1.9329863,0.9768978,1.0658317
ABCB1|5243,2.186314,1.3526965,1.8942789,1.9804052,1.1873744,0.5914967,1.1914752,1.8874686,0.19900542,0.055004943
ABCB4|5244,1.3580205,0.56563795,1.6620092,1.1566402,1.3611413,0.6864222,2.16973,1.1759518,0.7596408,0.57829034
ABCB5|340273,0.58892614,1.4288347,2.391615,0.9662173,1.4204416,2.5956764,0.28424534,0.55489415,0.014058565,1.2762905
ABCC11|85320,0.5251834,1.0194169,1.2218649,0.4329898,0.49375096,2.417354,1.0039533,2.3761153,0.13985892,0.20923258
ABCC2|1244,1.0714184,1.0665249,2.1836576,1.3186197,1.2644286,0.79084677,1.415003,1.7845144,0.643919,0.17628613
ABCC3|8714,1.4930183,1.2957368,1.6864998,0.8034897,1.0578539,0.37891465,1.223381,1.205318,1.6818033,1.0018418
