X..340602,0.8539039,0.8609673,0.57634896,1.6290277,1.7519693,1.8699933,0.5377646,1.9990615,0.78426784,1.3410555
X..652919,1.0806413,0.11871576,0.3873187,1.6855502,0.2621883,2.2440457,2.1235187,1.1391752,0.8789874,0.23370034
X..729884,2.348593,0.33134428,1.8282272,1.4090415,1.2102764,1.1012809,0.14233792,0.39503032,0.5588202,2.0713286
A2ML1.144568,3.7920196,0.17348313,3.3533993,2.0734737,1.7825316,1.6048682,0.06833227,0.027436579,0.40460098,3.015408
A2M.2,0.8060558,1.265677,0.35754398,1.7183996,1.3267965,0.9760072,0.83597445,0.73800075,1.3186867,0.79971284
A4GALT.53947,0.061637167,1.0841755,2.557065,2.2508807,3.3648214,2.8571274,0.9333135,1.1814957,0.93834907,0.18405735
AACSL.729522,1.3357366,0.08753105,0.6294594,1.6123333,1.304312,1.8825274,0.65113765,2.712193,0.7838405,0.94302875
AADACL2.344752,3.0307608,0.17584987,2.7046857,1.799806,1.3000394,1.2363701,0.11291153,0.016090363,0.31421906,2.3861458
AADAC.13,1.0663036,0.052577,2.0344193,1.4285648,2.3630385,2.2906806,0.2573545,0.041101027,0.82005185,2.2953286
AADAT.51166,0.9606158,0.057743575,0.14661391,2.2804675,2.0453115,2.1673903,1.07024,2.6982017,1.1322995,0.4100869
AATK.9625,0.06410081,0.8338588,1.3381052,1.473139,1.136326,0.37871674,1.9779125,0.1802475,1.8398364,1.8817017
ABAT.18,0.0973287,1.5062177,0.2788769,1.9785377,1.3222203,2.810098,0.93348587,0.5435891,1.2736094,1.5922618
ABCA10.10349,0.5666496,0.4723254,0.25853387,1.9698561,0.10244621,1.9512684,1.1199639,1.6471833,1.1055799,1.9859016
ABCA12.26154,3.2631717,0.07227459,2.7145793,1.8894095,1.3843409,1.3312021,0.11217461,0.048807338,0.4512372,2.5263846
ABCA13.154664,0.5247778,0.037785616,0.79192966,1.7726388,1.1928741,1.9053446,0.60313636,1.3529657,1.4633203,0.94497955
