?|57714,1.8185941,1.6680151,1.3809077,1.455187,0.2680628,1.8917718,0.09076987,1.3063583,0.5915757,2.3585994
?|652919,0.23415552,0.050454665,1.8453919,0.16174908,0.91043514,1.809756,1.0667742,1.1241302,2.462167,0.32241693
?|729884,0.32249877,0.9100279,1.7189132,2.3856394,2.1399677,0.98179805,0.018012948,0.3133454,0.5689444,0.37348056
A1CF|29974,1.023532,0.20244,0.49290624,0.52881753,0.15858494,1.7339431,3.8520682,0.7746259,2.0823286,1.3451315
A2BP1|54715,0.95942795,0.43756118,0.7858847,0.5743661,0.97700876,2.0017896,1.1241039,0.5365345,1.5401572,0.3927935
A2ML1|144568,0.80965436,1.5443498,1.8651766,1.6449902,1.0573047,1.5199796,0.011524807,1.5359992,1.3531461,0.03818696
A2M|2,1.3747003,0.93541867,1.2416333,1.5225161,1.0910317,2.968911,0.1228932,0.43739557,1.1444966,1.32461
A4GALT|53947,1.212606,1.8832618,1.6931448,1.8486698,0.7158904,2.3757408,0.05109964,0.84938985,0.9922727,0.6673987
AAA1|404744,1.643067,1.1738077,1.1863241,1.2327633,0.5638631,1.4591688,1.5282564,1.1395323,0.028147358,0.8071556
AADAC|13,0.671064,0.070895776,0.9114516,0.107884265,1.7397904,1.6405646,0.34930474,1.6090344,0.13508031,3.7294838
AADAT|51166,0.4911525,1.0336212,0.6643289,1.9541368,2.396444,1.5153207,0.4830234,0.73249406,0.106521435,1.3342122
AASS|10157,0.4233986,1.5274001,1.2350672,1.9235182,0.90858495,2.554665,0.29851755,1.0227189,1.5819865,0.13497654
AATK|9625,1.0592232,0.7547089,1.0490189,0.972165,0.026854126,1.7892662,1.4406326,0.8393501,0.58971393,1.1153438
ABAT|18,0.79559374,0.20957819,1.1458616,1.6984698,0.39839932,1.7201834,2.295798,0.10232482,1.9461389,0.18127577
ABCA10|10349,1.0465717,0.45805353,1.0032938,0.47133893,0.27011618,1.3024186,0.032413907,2.1792753,1.5568858,1.2763959
ABCA12|26154,3.52287,0.97118145,0.6593289,0.826046,1.7348886,0.9790623,0.261714,2.2707133,0.033798743,2.0406117
ABCA13|154664,0.14973429,1.9410509,0.565396,0.96162283,0.041101888,1.7056136,2.3324573,1.818559,0.62106764,1.2078929
ABCA17P|650655,0.077470265,0.02191132,1.6621997,1.2942301,1.6860511,1.8928639,0.5964423,0.6297261,0.6259613,1.5381341
ABCA1|19,1.2166004,1.1736472,0.87465626,1.3801854,1.2813082,2.5671144,0.12394196,0.27140924,1.1867527,1.4439445
ABCA3|21,2.1772056,0.5538862,1.5354756,0.8800279,0.8703868,2.2497792,0.0424075,0.95035833,0.5201675,0.6443475
ABCA4|24,1.3307744,0.38567662,0.048249032,0.22908168,2.6588023,1.6861936,0.24011597,1.5267086,0.9936189,0.02505812
ABCA6|23460,1.0825195,1.3382083,1.9316113,1.072176,0.50161356,2.7711875,0.023541762,1.0836965,1.1711661,0.75628704
ABCA8|10351,1.5097078,0.8553387,1.7942386,1.4509153,0.33608353,3.5215054,0.050436996,0.58752024,1.4274818,1.018745
ABCA9|10350,1.6440382,1.8493551,2.2784426,0.385374,0.6346043,3.2660303,0.11835574,2.3267035,1.3465838,0.19905487
ABCB11|8647,1.3646694,1.0299304,0.5198211,0.51489735,0.60387284,1.3865241,0.6361827,1.2730658,0.4248789,1.6373701
ABCB1|5243,0.73071986,1.6426114,0.3714239,1.3033155,0.37810475,2.84061,2.2986445,0.8450893,0.8669651,0.035118923
ABCB4|5244,1.1691494,0.11214519,0.68427426,1.1396507,1.0233841,2.6558728,0.164889,1.7820364,2.1500547,0.08534602
ABCB5|340273,1.1393291,1.3946323,1.3793323,1.4461504,0.76539785,2.2887387,0.037084296,1.2116994,1.0309442,0.73707104
ABCC13|150000,1.2744738,0.5126176,0.44317886,0.5825786,0.5275155,1.3821307,1.6833372,0.8314594,0.9609261,1.2494698
ABCC2|1244,0.020540476,0.8811547,1.1058351,1.4512608,0.46072993,1.659378,1.9672427,0.32663867,1.1845734,1.3174711
ABCC4|10257,0.51354045,0.4579154,1.4630604,2.3182845,2.0234675,2.470645,0.138584,0.672941,3.3946502,0.67240113
ABCC6P1|653190,0.71331733,0.4428192,0.5535994,0.8890584,0.16358724,1.224298,2.2713623,0.7614314,1.5629262,0.93278825
ABCC6P2|730013,0.11119681,0.21132563,0.2603735,1.4001758,0.761011,1.6534784,3.058232,0.2567168,3.5263655,1.1892422
ABCC6|368,0.29610687,0.9311701,0.77829564,1.3785597,0.119331926,1.5141273,3.1540384,0.5681377,1.7829788,0.70081925
ABCC8|6833,2.97398,0.37528306,0.61234033,1.3254236,2.6843514,1.5261214,0.027718792,1.422613,1.0101737,0.05492066
ABCC9|10060,0.76896673,1.1386107,1.9403454,1.438247,0.7487972,3.0535376,0.05022969,0.9010076,1.1252651,0.85509396
ABCD2|225,1.2086521,1.6496992,1.0287621,0.83557504,0.725927,2.6157725,0.040423088,1.5717794,0.90634066,1.183471
ABCG2|9429,1.5974957,0.025629964,0.9881185,0.81173277,1.0794454,2.720459,0.1680405,1.2898228,0.6385989,1.7937568
ABCG5|64240,1.1621307,0.52937305,0.59817594,0.47444993,0.04278054,1.5668644,1.2491803,2.2439818,0.03663816,1.8920474
ABCG8|64241,2.1500401,1.2722856,0.23244318,0.050480705,0.36525014,1.9410182,1.2329581,2.668421,0.040645406,1.87757
ABHD12B|145447,0.849719,2.698694,0.40021464,1.1764451,0.9782411,1.5995535,0.7709191,0.027599728,2.1986415,0.031074438
ABHD1|84696,0.4066832,2.7039435,0.9036322,1.8580532,1.7888348,2.1864588,1.3624444,0.06767092,3.1639836,0.16780782
ABI3BP|25890,1.3280443,1.0627215,0.9983903,1.330626,1.2139008,2.006436,0.028991062,0.8393769,1.0957586,0.49479708
ABLIM2|84448,0.31535465,0.9520939,1.4739738,1.1568968,0.620033,1.8778322,2.1851761,0.46774605,1.7519265,0.28812027
ABLIM3|22885,1.3046259,1.2427297,1.6535051,1.2016354,1.03917,2.2552857,0.041353464,1.566155,0.5603601,1.2487749
ABO|28,1.3788615,0.98466617,0.7940496,1.2266155,1.38927,1.6216894,1.4761486,0.8089077,0.9749012,1.1164813
ABP1|26,1.8649246,0.3977188,0.4139197,0.9736628,0.9842715,1.1561307,1.866014,1.1652007,1.3631895,0.90457267
ACACB|32,2.7418597,0.5391194,1.321781,1.463289,0.40587598,2.7439427,0.5700531,0.7874654,2.9334197,0.21316141
ACADL|33,1.6775448,1.346583,1.6172816,0.8949724,1.0553846,1.8265499,0.086226866,1.6272215,1.825429,0.05764922
ACAN|176,1.8276131,1.6746242,1.4292709,1.3617704,0.9303977,2.5537918,0.6289904,0.058351904,0.47401896,1.5245897
ACAP1|9744,1.7864159,1.9731598,0.8284194,0.74120027,0.5271441,1.776301,0.03811256,1.0918322,0.42227444,1.074781
ACBD7|414149,0.8185571,1.3197963,0.33662564,2.0524802,3.93946,1.4311,0.9419386,0.17882946,3.0827231,0.22086415
ACCN1|40,2.4793503,0.6854093,0.10193592,2.0534508,0.10401029,1.7577527,1.0679213,0.015878249,1.728744,0.40875766
ACCN3|9311,1.9383851,0.8913476,1.1579428,0.5348561,1.3609498,1.0971732,0.54609376,1.3438025,0.98849225,0.5583717
ACCN4|55515,1.7690457,0.047136717,1.4783767,0.9980033,1.7083551,1.4242628,0.68404555,1.3715204,0.87853736,0.38781497
ACE2|59272,0.65276414,0.43876758,0.8174011,1.0964595,0.49002856,1.5086142,1.4174736,0.6937046,1.1261097,1.2863989
ACER2|340485,3.48095,0.73672116,1.1141636,1.6583891,2.491521,2.1353378,0.13520706,0.13162458,1.1502285,0.26688504
ACHE|43,1.7139478,0.90481204,0.6765292,1.592246,0.035275906,2.0572972,0.78755766,1.4886645,0.96755505,1.907503
ACOX2|8309,1.1437743,0.33653954,0.74131936,0.6113363,0.38299122,1.4069133,1.472248,0.5774873,1.002686,0.87597394
ACOXL|55289,3.5119286,3.8909202,1.3344599,0.21055514,0.026101805,1.3750551,0.043683566,2.2403796,1.1787575,0.38363063
ACP5|54,0.64784145,2.6087444,2.124057,1.01514,0.24194348,2.412068,0.11504947,0.9512817,1.1700068,0.6612587
ACPP|55,2.9855351,1.3708943,0.11354265,1.1156989,2.0825205,1.1065795,0.11074341,0.92734945,0.5308925,1.1039965
ACRBP|84519,2.1268592,1.5798727,0.13540031,2.0398104,0.7440209,2.1382675,0.05445691,2.2694669,0.61432225,2.3319788
ACSL6|23305,0.7406657,1.3230277,0.62324417,1.3721759,1.1898788,1.5581466,2.4495914,0.015932431,1.959038,0.02906966
ACSM1|116285,2.205254,0.36688375,0.026090613,0.07364651,1.3682457,1.3942534,0.7615927,2.2067673,0.7949836,1.3881708
ACSM3|6296,2.2641592,0.2318587,0.6207091,0.7647246,0.6281744,1.0696521,2.059081,0.7645845,0.669079,2.307364
ACSM5|54988,1.1588765,2.2312052,1.8924141,1.097337,0.5510549,2.854176,0.027659634,1.1944052,1.2350801,0.5831612
ACSS3|79611,1.3182818,1.4314568,2.055564,1.3795284,1.22834,2.584333,0.06008483,0.5643161,1.1085603,0.3164004
ACTA2|59,1.6439987,1.5102464,2.0956123,1.676275,0.82889,3.0240085,0.06997293,0.8300924,1.2208463,0.5703589
ACTBL2|345651,1.0977589,1.6037073,1.7566909,1.0220691,0.79338855,1.8181317,0.011650724,1.7471149,0.14647682,1.7327418
ACTC1|70,0.5630366,0.772725,2.3355777,1.8784245,0.87922114,3.051173,0.041906588,0.8179658,0.7098296,0.21222335
ACTG2|72,1.1375406,0.06747736,1.3906674,2.1038706,0.782418,3.0266652,0.28823203,0.62211674,0.98020923,0.66689235
ACTL8|81569,1.6510403,1.9789106,0.23098662,0.9170223,0.65106666,1.3993043,1.7070495,0.019782271,0.82999027,1.6554881
ACVR1C|130399,1.9759825,1.2395644,0.20838028,0.4926866,2.7221832,1.361045,0.065086305,1.4529744,2.0662358,0.19653656
ACY3|91703,2.332564,0.6928559,0.73259306,0.8155769,0.8023452,1.0008662,0.41530845,1.7969576,1.1389232,1.1966217
ADAM11|4185,0.5713481,0.3496357,1.0461771,2.2565162,1.6200063,3.3450782,0.36530057,1.4233257,0.63617086,0.5373715
ADAM12|8038,0.9453588,1.8691719,2.2712514,1.2022836,0.5388872,2.4814203,0.050795496,0.9229694,1.018581,1.0787041
ADAM19|8728,0.9250575,2.5172794,1.959326,1.5923795,0.8663063,2.8852367,0.15209466,0.6517955,0.12915346,1.6401746
ADAM22|53616,0.91555613,0.4371722,1.0623165,1.2058074,0.68734753,1.6909317,0.023911363,0.68415993,1.4084007,1.6406193
ADAM23|8745,1.5923463,1.1383703,1.8751708,1.6721447,0.85991794,3.746613,0.02309549,0.22814351,1.8141274,1.4022352
ADAM28|10863,1.4202211,1.1287878,1.4201454,0.185443,1.0252261,1.950574,0.037661877,2.2571719,0.8458446,1.317073
ADAM32|203102,0.83173925,1.2182994,0.7186106,1.1334478,1.3057314,1.5669423,1.5845034,0.012545452,1.8909003,0.02720198
ADAM33|80332,1.4762377,0.8020682,2.1559656,1.7629867,0.176959,3.9473085,0.03481527,0.61724055,1.6715178,0.9987908
ADAM6|8755,2.5584614,2.1245358,0.26061788,0.4657642,1.0998415,2.0952916,0.067719355,0.8608653,1.40499,1.2283949
ADAM8|101,1.7844633,1.9914609,1.8399608,1.2114393,0.7743324,2.0586905,0.092029855,1.6891459,0.8003451,0.38080895
ADAMDEC1|27299,1.3170139,0.92257476,1.1435986,0.6440977,1.3282892,2.4647367,0.06339022,0.53280044,1.7602149,1.0005921
ADAMTS10|81794,1.4863745,2.4578552,2.3193028,1.4526246,0.6885964,2.6657226,0.058420908,1.0603313,1.1920571,0.2043709
ADAMTS12|81792,2.085567,1.2119871,2.9251506,1.8451998,0.60516137,3.382608,0.040320452,0.11065568,1.2824974,1.5673573
ADAMTS13|11093,0.49058256,1.40485,0.954584,0.30364218,1.6631132,0.604066,2.025158,0.9661521,1.8828084,0.48861697
ADAMTS14|140766,0.7008514,2.6663194,1.850398,1.1070666,0.83823854,2.5278265,0.34230557,0.5819093,0.75174123,0.50800216
ADAMTS15|170689,2.4196966,0.6719117,0.20406502,0.8120564,1.4010746,1.8482523,0.047804587,1.2175306,0.15916263,1.398667
ADAMTS16|170690,1.4897656,2.0318508,2.659321,1.6915017,0.5970061,3.100575,0.039602436,0.45593476,1.1702241,0.6207997
ADAMTS17|170691,0.76424396,1.2773005,0.7693301,1.0772187,0.079294674,1.8635923,1.9052305,1.0474341,1.2491612,0.48063424
ADAMTS18|170692,0.90838915,0.7924484,1.7921871,1.1176671,1.2277942,2.5117667,0.028517723,0.3150934,1.6539998,0.38625485
ADAMTS19|171019,2.357138,0.4317847,0.084026545,0.82663614,1.4704759,2.1680415,0.02144357,0.55902594,2.2148647,0.7494933
ADAMTS1|9510,1.2900931,1.3758239,1.2711684,1.6073062,0.88159376,2.883008,0.1281166,1.1867043,1.1780746,1.2034736
ADAMTS2|9509,1.4609778,1.4574455,2.4024563,1.4374313,0.3305267,2.3358684,0.025261411,0.45882195,0.89185697,1.3044903
ADAMTS3|9508,1.0314492,1.5691257,2.562791,1.938159,0.99092674,3.3113368,0.064347535,0.7552956,0.8160645,0.6364587
ADAMTS4|9507,0.7059808,2.2624543,1.6626834,1.1460418,0.6065388,1.9216194,0.09236388,0.9136429,0.3071379,0.47347015
ADAMTS6|11174,0.63679683,1.2861992,1.832324,1.6579366,1.0694436,2.127954,0.090608135,0.7622522,1.7116991,0.6206421
ADAMTS7|11173,2.0634568,1.4776871,1.7671349,1.5515319,0.9048902,2.4428267,0.102138944,0.30685353,1.1359714,0.8100384
ADAMTS8|11095,1.4090068,0.03240237,0.08712139,1.7195543,1.1994338,3.4141147,1.4138132,1.056532,1.2292612,1.9134927
ADAMTSL1|92949,1.1091012,1.1053681,1.2053556,1.5405622,0.97138184,2.9260817,0.2860295,0.067704,1.095818,1.2701542
ADAMTSL2|9719,0.5814991,0.6900501,1.965536,2.5969307,1.322249,1.5251085,0.26811397,0.27524814,1.7030933,0.604325
ADAMTSL3|57188,1.5656227,0.98019886,2.0580425,1.5572107,0.7350083,3.6613145,0.05113579,0.16179411,1.7557845,0.8121636
ADAMTSL4|54507,0.99150896,1.93995,1.662188,1.2480304,1.0397189,2.8191812,0.10371668,1.6759615,1.0097064,1.0173079
ADAMTSL5|339366,1.7885183,0.3302142,1.1006219,1.1134249,0.72594607,1.5451918,1.2759762,1.843811,0.10379002,2.0372038
ADARB2|105,1.5769808,1.2241122,0.8332188,0.91775113,1.1722693,2.6841335,0.7061589,0.32935107,0.98379517,1.018978
ADA|100,0.18894583,2.6578155,0.37103885,2.6141217,0.21745288,1.7919896,0.33389622,3.212349,0.49362752,2.1558404
ADCY1|107,1.3338383,1.7776991,1.147138,1.5304031,0.8522975,2.4041958,0.62719864,0.044735797,1.7094975,0.65512604
ADCY2|108,1.4977133,1.539296,2.3641248,1.6550874,0.78273153,3.4441583,0.06570848,0.436926,1.5297722,0.47718254
ADCY5|111,2.5417206,0.30856293,0.6615564,2.3339188,0.89848244,3.7821734,0.36285007,0.35809094,1.0759425,0.8235163
ADCYAP1|116,1.1980358,0.7968227,1.3571037,1.6663396,0.83083016,2.4938402,0.027008008,0.49072233,0.6862977,0.57144344
ADC|113451,2.8245451,2.2744286,2.0265942,1.859628,0.109269395,2.456127,0.18639357,0.6138185,0.9078946,0.608986
ADD2|119,2.0747209,1.7586169,2.284264,2.0098891,1.3413053,3.1224852,0.018026445,1.0534647,1.3157215,0.48640034
ADH1A|124,1.6058398,0.7423359,0.9551645,0.22300495,0.8805247,3.451809,0.030726684,1.1583372,1.8401635,1.28792
ADH1B|125,1.5267676,0.5248309,0.9588382,1.3857105,1.424237,3.3957367,0.021203164,0.87555176,1.3456563,0.7928802
ADH1C|126,1.479839,0.44012785,0.16740713,0.8940178,1.1999034,1.961599,1.573568,0.8431702,0.68619835,1.6914054
ADH4|127,0.76367337,0.5948726,0.6576518,1.0774872,0.6213442,1.5788176,1.4918371,0.8363527,1.1871861,1.0645584
ADH6|130,2.5358903,0.06619633,0.044501808,0.6516488,1.4757206,1.86535,2.092056,1.3162982,0.91312134,1.7436078
ADHFE1|137872,1.3336377,0.79543865,0.9536183,0.24884266,0.23665111,3.0720072,0.07642864,1.5005842,1.3822824,0.9957945
ADIPOQ|9370,1.0165048,0.97944486,1.3232479,0.8976284,0.4708444,1.7575246,0.03283684,1.0164272,0.7260198,0.2048123
ADM|133,3.85508,2.211197,1.1897945,0.9402492,0.47276863,0.66631126,0.28914154,2.768692,0.19883078,2.210318
ADORA1|134,1.1515964,1.419655,1.2466816,0.89459246,0.70144016,1.9682933,0.36268502,1.0462445,0.9913993,1.0235878
ADORA3|140,1.6361295,1.8569567,1.7159251,1.132498,1.0868989,2.4508655,0.028770067,0.98964113,1.1599195,1.2351744
ADPRHL1|113622,0.92728317,1.78091,1.0598196,0.7303688,0.80966055,1.2292874,1.5290823,1.2353232,1.2654552,0.22376087
ADRA1B|147,0.15714179,1.9043815,0.13234945,3.295323,2.581896,2.3868792,0.33963078,0.6072698,0.58670807,0.78577614
ADRA1D|146,0.042317785,0.8857281,1.696311,1.7989343,0.34279048,3.680024,0.55397254,1.4202101,2.4459836,0.88940567
ADRA2A|150,2.8877227,0.9518602,1.1938906,1.2817749,0.09693857,3.2427065,1.7900785,0.35549292,1.0168406,0.09668749
ADRA2C|152,0.13519426,0.04159716,1.7721006,0.35238612,0.97850955,2.2559114,1.8703115,1.8082956,1.5775399,0.15527724
ADRB1|153,1.9011593,1.3252417,1.0421184,0.94345576,1.7051166,1.736388,0.020149328,2.3531013,0.3863868,0.20393345
ADRB2|154,0.8754955,1.3622954,1.3802611,1.0498109,1.037392,2.2294126,0.05618189,1.8181611,0.598414,0.30388418
ADRB3|155,0.7048974,0.79352224,1.7423061,1.1638852,0.91893476,3.168931,0.043336075,1.193507,0.9325446,0.05637302
ADSSL1|122622,2.5921032,1.1771046,1.2045305,1.3857793,1.1704284,2.0238466,0.037209682,0.9389872,0.15741017,0.7874043
AEBP1|165,1.4640393,1.8782821,2.3832467,1.5157845,0.7083029,3.0632277,0.07879527,1.0136871,0.96842146,0.73311055
AFAP1L1|134265,1.8884286,1.5576414,1.423505,1.7028558,0.65068346,2.589962,0.08042879,0.32791477,0.9153962,1.0598183
AFAP1L2|84632,2.1211698,1.6459702,1.5866817,0.9732522,1.6488535,1.8548212,0.09684582,2.0799963,0.11923795,0.93068916
AFF2|2334,1.4564217,1.1282291,0.6764942,0.9141526,0.75358284,1.7819691,0.028768154,1.0696211,0.92464525,0.86077297
AFF3|3899,1.478871,0.46491602,0.65202504,1.4668992,1.0156761,2.2477984,0.06081253,1.1477791,1.0569898,0.7485661
AG2|387763,0.64349204,2.1031222,1.7028315,0.94239575,0.46050707,2.6330748,0.121661335,1.5200406,0.6810561,0.3433149
AGAP11|119385,0.69029677,1.336728,2.116446,1.3874509,0.8172778,2.5535645,1.8483853,0.8524313,0.9305838,0.04470383
AGAP2|116986,3.2830448,2.102345,1.8226699,0.13540593,0.5809076,2.3012192,0.09107288,2.6766798,0.050871305,1.187892
