?|100133144,0.020934474,0.025167936,0.020030051,0.016131595,0.00851371,0.012086923,0.02251095,0.012747271,0.0442991,0.0016662029
?|553137,0.011820495,0.0071586147,0.009985306,0.003544765,1.1985362e-25,3.3616843e-06,0.0055506714,0.0036458098,0.019632492,1.2766728e-06
?|57714,0.07310237,0.06662999,0.04973044,0.05081145,0.037230786,0.0338677,0.06270616,0.042525236,0.11319273,0.061723568
?|652919,0.007810557,0.024018917,0.0026715165,0.019941183,0.022590876,0.013500982,0.016241407,0.014985304,0.06477725,0.029468581
?|653553,0.078150034,0.06474468,0.06576127,0.03699775,0.03154179,0.0452248,0.028515063,0.036284268,0.06527963,0.05507339
?|729884,0.01753626,0.019363176,0.01652368,0.011540091,0.0006082839,0.020942189,0.0370185,0.0047104456,0.001987374,0.024279865
?|90288,0.03480738,0.028940031,0.040898144,0.02733084,0.035723023,0.03634747,0.018772643,0.04492205,0.01596824,0.012633422
A1BG|1,0.07078728,0.058808025,0.057192497,0.027027115,0.032982945,0.034774736,0.0357525,0.048188344,0.035303887,0.024587197
A2ML1|144568,0.01344812,0.039815083,0.014409555,1.0776845e-06,0.0,0.0,0.06442713,0.0,0.029724468,0.07556592
AACSL|729522,0.0079405885,0.0059820367,0.0067694886,0.0,0.0,3.9241047e-07,0.013823915,0.0,0.011921682,0.003229408
AADAC|13,0.0,0.027287139,0.0,0.032371577,0.0,0.0,0.00030422307,0.0,2.7242253e-10,0.045487836
AADAT|51166,0.044556864,0.056689795,0.020808289,0.032807626,0.009763866,0.01781729,0.038071822,0.013645706,0.074826375,0.058785588
AASS|10157,0.045802135,0.07532461,0.03633486,0.060249314,0.03677512,0.02402894,0.046052516,0.05204548,0.053938903,0.05734544
AATK|9625,0.048106533,0.053304974,0.03840407,0.022528468,0.027655045,0.038986757,0.021463592,0.047251035,0.031968616,0.03276014
ABAT|18,0.074064665,0.06312643,0.057505235,0.056548458,0.049982697,0.060782734,0.054821305,0.07108519,0.07107822,0.04279801
ABCA10|10349,0.02144126,0.06398836,0.014313649,0.06894563,0.020479538,0.0019188349,0.009628641,0.029620986,0.000195374,0.024430702
ABCA12|26154,0.06979029,0.04036157,0.032642446,0.032697797,0.03967711,0.040435802,0.05790881,0.0081278095,0.061102122,0.025360292
ABCA13|154664,0.0102742715,0.038238566,9.273312e-19,0.012008605,0.0,0.0,0.039755102,0.007147245,0.026339067,0.026488835
ABCA17P|650655,0.03307272,0.02829367,0.032591533,0.009906524,0.010927318,0.009057957,0.019463116,0.02814539,0.027288606,0.00781367
ABCA4|24,0.038126044,0.04480176,0.033049062,0.037495106,0.022124592,0.008115667,0.019796833,0.020440912,0.0409457,0.03825851
ABCA6|23460,0.035815947,0.07326615,0.024311231,0.071488835,0.029311491,0.004273573,0.028260563,0.022602038,0.04813368,0.066550314
ABCA8|10351,0.02175584,0.08964965,0.029068667,0.08669571,0.035367034,0.009942214,0.010204209,0.025131954,0.019174771,0.06543384
ABCA9|10350,0.031039497,0.074909575,0.022334298,0.079507776,0.029766114,0.0035521146,0.017425355,0.023311185,0.032865517,0.055990685
ABCB11|8647,1.1502503e-32,0.013555268,0.004893701,0.020126123,0.005837818,0.0045588724,0.002738878,2.213287e-13,0.0025134585,0.017941667
ABCB1|5243,0.042766716,0.072056845,0.031139517,0.06526696,0.027269796,0.0127566615,0.043884862,0.030259417,0.02729845,0.01935838
ABCB5|340273,0.008092056,0.043533124,0.0023088758,0.05828785,0.012289612,7.328358e-18,1.1188709e-33,0.008326126,1.8190148e-07,0.017115256
