?|100133144,0.010024074,0.005565463,0.01232565,0.017587366,0.022974644,0.018300537,0.01418632,0.014005248,4.107644e-08,0.030043574
?|155060,0.020721002,0.052247018,0.04312582,0.05743628,0.024878036,0.05746186,0.03713664,0.01237089,0.04640636,0.062396307
?|553137,0.065948844,0.027196612,0.046907846,0.03832401,0.044170074,0.057384398,0.071045965,0.061390128,0.05255601,0.055132445
?|652919,0.009974214,0.012783619,0.037688144,0.00052830257,0.027848303,0.02758981,0.031685315,0.030296085,2.2763448e-14,0.017482908
?|653553,0.046383403,0.076919794,0.05330275,0.067742735,0.062345468,0.049947202,0.042457975,0.060247563,0.06388386,0.046928182
?|90288,0.060389776,0.021300064,0.017835248,0.029901298,0.0385981,0.023809046,0.023219334,0.032060433,0.04270921,0.03381644
A1BG|1,0.014245314,0.035015494,0.01736221,0.055558093,0.029112801,0.046071507,0.03966866,0.004379368,0.052194662,0.028584402
A1CF|29974,0.020923544,0.0044448827,0.057841837,0.006894112,0.081087105,5.556057e-35,0.054265976,0.08889991,0.05258265,0.08207113
A2BP1|54715,0.011589774,0.02795159,4.0454573e-08,0.0,0.0,0.02036953,0.0037742755,0.0,0.0,0.0
A2LD1|87769,0.04679067,0.06764274,0.059740085,0.036194652,0.042448923,0.04318068,0.059014063,0.05525566,0.02778343,0.040098533
A4GNT|51146,0.026850408,0.0005682834,0.017440367,0.016844256,0.01249566,0.016668577,0.01148277,0.0026916207,0.028029855,0.055594567
AACSL|729522,0.03073622,0.03204183,0.023159532,0.010507353,0.055004172,0.00031380463,0.030543014,0.031161303,0.041482978,0.04302346
AATK|9625,0.012088216,0.016505286,0.025901573,0.039760653,0.030394644,0.043558452,0.05738945,0.05138991,0.06621508,0.063150205
ABAT|18,0.076901965,0.09236138,0.06776494,0.035832223,0.06920252,0.04139667,0.06985134,0.041500106,0.05200598,0.04880678
ABCA10|10349,0.010215571,0.03214461,0.01411623,0.03084308,0.0024830438,0.026329264,0.019413587,0.003208679,0.0365651,0.043065283
ABCA12|26154,0.029117594,0.019826945,0.058788296,0.054505035,0.056377716,9.708525e-09,0.016275477,0.11642687,0.05441798,0.041690208
ABCA13|154664,0.030405,0.0,1.06159825e-35,0.011817703,1.8959e-35,0.07003575,2.468959e-28,0.0,0.0,0.0
ABCA17P|650655,0.0155356135,6.0410266e-12,0.032108158,0.052203875,0.03892178,0.029789198,0.007930509,0.025217557,0.034712892,0.030214224
ABCA4|24,0.021018285,0.0035118363,0.008340304,0.020373838,0.0071453042,0.13031824,0.029745853,4.64452e-18,0.00012432016,0.0
ABCA6|23460,0.034189835,0.088283814,0.030351918,0.04166881,0.013687906,0.026818033,0.029672744,0.012423432,0.04684505,1.4280894e-18
ABCA7|10347,0.042704415,0.08113656,0.048651293,0.0606661,0.05897213,0.051883705,0.04855119,0.0027070027,0.047785137,0.042194784
ABCA8|10351,0.026679665,0.08586901,0.059282947,0.009958136,0.0039405916,0.047962613,0.04584977,0.020605147,0.08152493,0.024210298
ABCA9|10350,0.030361228,0.046728622,0.03644265,0.034002267,0.00023816524,0.03213822,0.027708158,0.00034050635,0.054078873,0.0070071113
ABCB1|5243,0.09031147,0.044132926,0.07813044,0.05258226,0.041370835,0.04625266,0.08066702,0.06905108,0.05518991,0.046204027
ABCB4|5244,0.021522686,0.023174167,0.042397738,0.048510622,0.05387785,0.01189469,0.0381797,0.075869635,0.048957724,0.049781293
ABCB5|340273,0.0009095006,0.06743738,0.017503778,0.009986877,0.027090097,0.0,0.0,1.1507301e-11,0.011448279,0.0
ABCC11|85320,0.018163875,0.02970134,0.03022518,0.0045368555,0.0102750035,0.0017744935,9.151868e-06,6.3142317e-15,0.011499056,0.010739362
ABCC2|1244,0.041577537,0.040692788,0.0446938,0.04575332,0.12312911,9.7016493e-23,0.057326615,0.08378968,0.06874058,0.0830297
ABCC3|8714,0.06333554,0.0064540203,0.04809919,0.09820814,0.08424457,0.047726125,0.08361151,0.09871032,0.09320636,0.094830625
ABCC6P1|653190,0.05101349,0.03441909,0.023833305,0.049448982,0.06153433,2.9657605e-37,0.029768884,0.0591024,0.04802103,0.044534452
ABCC6P2|730013,0.059839204,0.047768846,0.05445959,0.032882098,0.0529326,2.7628774e-05,0.046737306,0.056583572,0.039476193,0.048810475
ABCC6|368,0.0833487,0.06332914,0.06747853,0.0480221,0.077216566,0.0004460724,0.069678485,0.06871086,0.07002508,0.06452067
ABCC8|6833,0.010231255,0.009326458,6.6820544e-06,0.0,0.016403254,0.009614152,0.011767397,4.7053e-37,0.02583651,1.7881603e-20
ABCD2|225,0.018995686,0.009453631,0.04208036,0.032293513,0.061156634,3.730659e-07,0.037200358,0.02915586,0.034756064,0.03480814
ABCG2|9429,0.039625112,0.039857417,0.06451938,0.029458707,0.048798613,0.04777994,0.0724613,0.07880109,0.06252237,0.06522139
ABCG8|64241,0.028469585,0.0044573345,0.005976087,1.1204651e-22,4.8063408e-23,0.017309,1.3048001e-05,0.0010616404,2.702514e-13,0.0
ABHD1|84696,0.025002854,0.02028226,0.02592342,0.014404677,0.028905671,0.022234647,0.037069257,0.018411633,0.02900888,0.057066
ABI3BP|25890,0.04886766,0.033812143,0.07346106,0.08050561,0.04135689,0.07601253,0.07261739,0.099621624,0.072375044,0.06338196
ABLIM3|22885,0.042983543,0.060836684,0.07163667,0.07381836,0.08860417,0.016289517,0.078301884,0.10198664,0.09462695,0.0969092
ABO|28,0.054393955,0.04988607,0.06666522,0.006034209,0.021935845,0.048708722,0.021301618,0.055348318,0.046601646,0.026120692
ABP1|26,0.08775061,0.034337223,0.03810417,0.07105704,0.09143119,0.07110901,0.10946848,0.05765056,0.09765399,0.082535036
ABTB2|25841,0.052028615,0.09610903,0.06277621,0.054341923,0.05109013,0.06274382,0.066797435,0.029660737,0.023587752,0.011831987
ACAD11|84129,0.066554196,0.06719191,0.0811404,0.064196885,0.079956055,0.04942241,0.089929745,0.09885507,0.08222809,0.10094072
ACADL|33,0.072711855,0.067759745,0.07454086,0.0299919,0.04566202,0.04282255,0.07334187,0.05418589,0.054976486,0.09024354
ACAN|176,0.0299656,2.9952478e-11,0.046011575,0.0668051,0.07921194,0.029075453,0.07725239,0.10185256,0.09595659,0.05072375
ACAP1|9744,0.025493488,0.03918556,0.041267265,0.06341542,0.076325715,0.005505468,0.046471678,0.02424208,0.07069161,0.06431686
ACCN1|40,0.0065327357,0.030751787,0.0029980827,0.03823265,4.2025075e-10,0.045984976,0.015743598,2.1681164e-22,0.022523202,0.0
ACCN2|41,0.010641434,0.048955176,0.042083636,0.04050001,0.04265191,0.032978076,0.018220851,0.003388222,0.019870114,0.0
ACCN3|9311,0.0061769383,0.03830973,0.008964472,0.024619594,0.014911137,0.0061631515,2.956355e-09,1.946321e-05,0.032007534,0.038451824
