?|100133144,0.023982989,0.0031142407,0.028744366,0.01030774,0.0020519355,0.013538935,0.014612174,0.013333192,0.0077420534,0.012025322
?|155060,0.0590049,0.05457925,0.05496649,0.026490131,0.03882114,0.044787176,0.024308497,0.026332675,0.014977993,0.0386277
?|553137,0.05606967,0.04971118,0.07777112,0.04950475,0.014852882,0.03702374,0.027003001,0.058273774,0.06120958,0.03443388
?|652919,0.006210571,9.391443e-05,0.041973166,0.027254902,0.012239759,0.017756177,0.012190858,0.01639791,0.019420646,0.008922821
?|653553,0.057128668,0.060108334,0.0625104,0.027793424,0.06437071,0.03630997,0.042510603,0.04129886,0.056266136,0.061429333
?|90288,0.045010768,0.035899825,0.03502432,0.013804064,0.011785303,0.015780803,0.026253201,0.04555226,0.0426505,0.021740453
A1BG|1,0.041625757,0.05482124,0.01582448,0.028527163,0.028943488,0.03605616,0.026422545,0.011439362,0.013380405,0.037861727
A1CF|29974,0.04610236,0.040405594,0.13261004,0.032779958,0.0031382528,0.0,0.040345836,0.016057689,0.05595439,0.013991795
A2BP1|54715,0.0,0.0015940388,0.0,0.0018700646,0.024390373,0.014025295,0.0,0.020902533,1.1027196e-12,0.0
A2LD1|87769,0.039168213,0.029524041,0.06983015,0.039916977,0.05466752,0.027374052,0.023501294,0.04946094,0.0521947,0.03925414
A4GNT|51146,0.042755917,0.02873663,0.045979504,0.007932197,1.0988379e-17,0.011393895,0.012045986,0.02465456,0.0069542793,0.0012139622
AACSL|729522,0.034393594,0.03340295,0.055740975,0.018713806,0.023793533,4.0714038e-14,0.030579058,0.021242611,0.035004772,0.0059838835
AATK|9625,0.05235052,0.060949408,0.077366896,0.04280281,0.0101968385,0.02935856,0.019721271,0.0077438876,0.03537789,0.028175006
ABAT|18,0.050662115,0.056080263,0.058540154,0.045888018,0.07104844,0.023753459,0.04129333,0.07238827,0.068002045,0.03626244
ABCA10|10349,0.0397849,0.040460173,0.027318746,0.01543962,0.021757906,0.019445805,0.010349247,0.011056723,0.0048921653,0.014925934
ABCA12|26154,0.04424271,0.032881223,0.10415943,0.007996277,0.021595085,1.8740354e-20,0.03418372,0.019663611,0.06327711,0.06484384
ABCA13|154664,4.394257e-17,0.00017700448,0.0,2.0836581e-24,1.8053065e-31,0.06555706,2.6752904e-24,0.027232207,0.005858603,0.014013696
ABCA17P|650655,0.036246814,0.032803476,0.034580432,0.0060498226,1.2353019e-08,0.023252089,0.031181298,0.016815787,0.013653802,0.04533059
ABCA4|24,1.5896829e-32,0.022995334,1.167648e-31,0.016060693,0.0047656624,0.11411457,0.0005845845,0.023960745,0.011984901,0.01979391
