TCGA.02.0001.01,0.6802422,1.0243963,0.49131462,0.98464966,1.1673247,1.5348834,0.74551123,1.0201436,1.1432307,0.8945833
TCGA.02.0003.01,0.9811115,1.204681,0.5310302,1.5948253,0.6827738,1.2597963,0.6266932,1.0289294,1.2031182,0.59818184
TCGA.02.0007.01,0.85884446,0.8423143,0.13907975,1.4074115,1.0893123,0.601247,1.4269458,0.6656444,2.2234545,0.7424199
TCGA.02.0009.01,1.2070196,1.140646,0.26234484,1.2332206,1.1167116,1.1938739,1.1492305,0.84771246,1.2417892,0.50383604
TCGA.02.0010.01,1.2596262,0.8985344,0.44575348,0.36629894,0.68411636,1.0415094,0.7007982,2.5065506,1.3780019,0.71053684
TCGA.02.0011.01,0.27895036,0.6733871,1.0170088,1.1794723,0.3666261,0.7311644,0.36353502,1.158936,2.5682263,1.2219793
TCGA.02.0014.01,1.1177274,1.0650389,1.166899,0.5127709,0.39700985,0.5096015,0.8629505,2.488711,1.1198574,0.54956037
TCGA.02.0021.01,1.1179626,1.1243489,0.3501886,1.0509384,0.96939534,1.0970043,1.1152501,0.56151766,1.8190476,0.5839597
TCGA.02.0024.01,0.9961769,1.1207289,0.75402564,0.8542823,0.37801048,1.250181,0.23736624,1.0624322,1.848728,1.0715586
TCGA.02.0027.01,0.58475345,0.70712286,0.50205046,0.78405726,1.3938278,1.4740766,0.693261,0.9739267,1.6617533,1.11861
TCGA.02.0028.01,0.78026336,0.46442023,0.582508,0.29302377,0.2194193,1.2426118,1.5262243,3.0887094,1.2057804,0.86386895
TCGA.02.0033.01,0.5817395,1.0455831,0.2709361,1.3362113,0.85037833,1.4013189,0.92374825,1.0836253,0.7851517,1.3981849
TCGA.02.0034.01,0.44445282,1.2559589,0.6434869,1.0512004,0.8335819,1.5410215,0.7598228,1.057177,0.76233757,1.1773499
TCGA.02.0038.01,1.1822447,1.1435672,0.37393993,1.4022322,0.8734376,1.2412835,0.888022,0.6991222,1.349139,0.49956453
TCGA.02.0043.01,1.1515917,1.1358421,0.63403,1.2516861,0.36550888,1.3710666,1.4480562,0.9415778,1.1941518,0.3475873
TCGA.02.0047.01,0.5559494,1.0918475,0.72109985,0.8779567,0.36181375,1.2511863,0.6480826,1.191557,1.6028899,1.2912387
TCGA.02.0052.01,0.84750307,1.2907628,0.5784556,1.4270008,0.6419339,1.2065403,0.49252647,0.92057854,1.1953427,1.0345895
TCGA.02.0054.01,0.61029077,1.1955857,0.48148498,1.181666,1.0270257,1.2144378,1.0623834,0.8825526,1.032119,0.9360961
TCGA.02.0057.01,0.74665886,1.1827979,0.37121904,1.098118,1.2325374,1.1581645,0.8792673,0.7913319,1.1332617,1.1654909
TCGA.02.0058.01,1.0184023,0.7637781,0.1282909,0.8650281,1.2891132,0.70081496,0.49484628,2.0874767,1.344628,1.3880925
TCGA.02.0060.01,0.5645579,1.1453717,0.5106088,1.0706086,1.4026228,1.0729134,0.45876405,0.8177671,1.5104325,1.1987637
TCGA.02.0064.01,0.95617115,1.0149163,0.73742,1.0732294,0.7885455,1.3504996,1.2087206,0.94422466,0.6500575,0.91728145
TCGA.02.0069.01,0.5902604,1.2998616,1.4228076,0.4953663,1.0485641,0.6103006,0.4480801,0.74816406,1.6267756,1.1800334
TCGA.02.0071.01,1.0624026,1.056721,0.93664604,1.2056296,0.9760778,1.0936313,0.96667147,0.7344321,0.64273304,0.9635652
TCGA.02.0074.01,0.8349261,1.5007643,1.0951627,1.1475968,1.2288183,0.4077014,0.7293864,0.565909,1.2075801,0.8639172
TCGA.02.0075.01,0.8774973,1.0369132,0.6413037,1.4273343,0.9401614,1.1574277,0.970053,0.8236264,0.7230893,1.0247927
TCGA.02.0080.01,1.5502659,0.50957394,0.60905194,0.7919327,1.2296374,0.41708484,0.45516676,2.5077019,0.85734725,1.1922673
TCGA.02.0083.01,0.7295491,1.184493,1.0106405,0.73347616,1.3841736,0.76365227,1.2794778,0.6011653,1.4622856,0.5903454
TCGA.02.0085.01,0.7023785,1.2007647,0.8346003,0.79954386,1.3825839,1.0313,0.949413,0.8038476,0.8341774,1.2560465
TCGA.02.0086.01,0.78004605,0.7912621,0.681342,0.84991604,1.5349675,1.046309,1.0859616,0.8194177,1.0428436,1.2148457
TCGA.02.0089.01,1.0157503,0.70488614,1.120587,0.9683702,0.87844455,1.3333004,1.1493257,0.7747093,0.7591434,0.9951873
TCGA.02.0099.01,0.5659877,1.058199,0.96389776,1.4751958,0.57243305,1.1340092,1.0624464,0.83731335,1.0974411,0.8825662
TCGA.02.0102.01,1.5112514,0.8580981,0.7471177,1.5350415,0.81899434,1.0498636,0.9151305,0.6099369,0.95033187,0.8360011
TCGA.02.0107.01,0.56160814,1.0277553,0.6600782,1.1080453,1.0800624,1.408725,0.79321384,0.8126486,0.58421713,1.5947113
TCGA.02.0113.01,0.8222611,0.1880267,0.62925607,0.87305397,1.6872834,1.2677205,0.6400624,0.6462998,1.6256374,1.5970712
TCGA.02.0114.01,0.909275,1.0864214,0.9380182,0.3648789,0.88465005,0.3863019,0.932869,2.211787,1.373779,0.73624694
TCGA.02.0115.01,1.1032225,0.6245888,1.0045484,1.1852605,1.3096943,1.105717,0.62629503,0.74448985,0.7400464,1.2152731
TCGA.02.0116.01,1.2771802,0.9992527,0.5347174,1.4986163,0.2945337,1.1630436,1.2525395,0.78798336,1.3802345,0.6146755
TCGA.02.2466.01,0.6611856,1.3647767,1.494956,1.0669042,0.55940455,1.074224,0.5965467,1.0962716,1.0460551,0.5451794
TCGA.02.2470.01,0.7863646,0.94294775,1.2279274,1.0548574,0.9760216,1.2372494,0.7905047,0.8019701,0.5812723,1.1897434
TCGA.02.2483.01,1.2295319,0.95476806,1.012655,0.48893774,0.5661323,0.9008727,0.80387217,2.4136715,0.8019565,0.8679495
TCGA.02.2485.01,1.3925377,0.8828372,1.0794288,1.667764,0.6370694,0.9138737,1.0385737,0.69358826,0.95805824,0.59187084
TCGA.02.2486.01,1.022725,0.8644646,0.7949784,1.3028412,0.99500656,1.2847133,1.1336595,0.9793197,0.52931815,0.87013584
TCGA.06.0122.01,0.97873527,1.0686841,0.7654071,0.74208134,1.0267607,0.9149305,1.8161938,0.8910932,0.88890827,0.83091056
TCGA.06.0124.01,0.9167256,0.92390686,0.6973194,1.1820842,0.97317064,1.1880742,1.0868343,0.8231595,0.66009855,1.2046102
TCGA.06.0125.01,1.1781027,0.9746371,1.0298847,0.63131493,1.132435,0.785867,1.4972936,0.46785584,1.3885928,0.7676637
TCGA.06.0126.01,1.3423159,0.81579715,0.94466114,1.0860081,0.81927824,1.0765631,1.1758751,0.7343355,0.7297067,0.9660706
TCGA.06.0128.01,0.79848963,0.82472444,0.928524,0.7989085,0.60198087,0.56590176,0.9403561,2.3014452,1.0629241,1.0999782
TCGA.06.0129.01,0.9090302,1.0430822,1.1482097,0.58135235,0.69311464,0.7475699,0.48944566,2.4875727,1.046009,0.6102833
TCGA.06.0130.01,0.66081107,1.0310963,0.49819547,1.1841493,1.0057228,1.4354306,0.7904769,0.8901117,0.650144,1.4799389
TCGA.06.0133.01,0.8867765,0.9105107,0.964527,0.96703273,1.2146913,1.4275738,0.83060944,1.08491,0.52123415,0.8434025
TCGA.06.0137.01,1.193927,1.11791,0.7012945,0.66103536,1.3250666,0.92039675,1.3610854,0.78226656,0.88442624,0.82265294
TCGA.06.0139.01,0.44707745,1.103407,0.5811727,1.0158695,1.1186384,1.5341022,0.73854,0.8606236,0.5003376,1.6785119
TCGA.06.0140.01,0.75676495,0.90680885,0.65861505,1.3620987,0.7736653,1.0554212,1.1906615,1.085777,0.74534494,1.2714216
TCGA.06.0141.01,0.4645156,1.0385731,0.6404534,1.0071486,1.0690621,1.4687521,0.8649117,0.842636,0.51395386,1.7200826
TCGA.06.0142.01,0.99263114,0.756395,1.0236212,1.1150475,1.2682248,0.9656617,0.5953854,0.7346197,0.605817,1.5758712
TCGA.06.0143.01,0.7973373,1.1306027,1.0429889,1.0123343,0.9119814,1.2365355,0.7952423,0.8100025,0.6924715,1.016869
TCGA.06.0145.01,1.1104767,1.0273668,0.54296833,1.0270799,1.2547123,0.5932674,1.994026,0.61302084,0.9866952,0.796658
TCGA.06.0147.01,0.5524983,1.2254809,0.5073195,0.9694919,1.3657553,1.0624107,1.069994,0.75055766,0.7955088,1.4724839
TCGA.06.0155.01,1.0749291,1.0717175,1.0241537,0.89427805,0.4969655,1.3481668,1.2748367,0.56072897,0.7638587,1.0886948
TCGA.06.0169.01,0.9385274,0.99999356,0.66669315,0.92121035,0.94544476,1.4498405,1.1221286,0.9544686,0.532323,1.1420271
TCGA.06.0875.01,0.61146027,1.6632718,1.399576,0.8441651,1.1166891,0.8469065,0.507033,0.9591502,0.9133417,0.5180795
TCGA.06.0876.01,0.90942276,1.0743015,0.9491827,0.8423963,1.4013542,0.92273307,1.1091381,0.7374639,0.7665275,0.9208103
TCGA.06.0877.01,1.5265596,0.6372598,0.74627966,0.95175296,0.78421134,1.1719054,1.5660927,0.99183655,0.5347152,1.049555
TCGA.06.0878.01,0.82848024,0.84266454,1.1004272,1.1770352,0.98701376,1.3848735,0.7547769,0.7616292,0.79665124,0.82090807
TCGA.06.0879.01,1.3034651,0.8695013,0.8684654,1.2122508,0.907472,0.97675616,1.1105338,0.78943896,0.62674165,0.9832241
TCGA.06.0881.01,0.5216393,1.0719656,0.6483305,1.0255435,1.0126168,1.5306035,0.80104023,0.8677627,0.41739073,1.6678886
TCGA.06.0882.01,0.906484,0.68271714,1.0037962,1.2628665,1.291685,1.1842836,0.44000503,0.6452423,0.69776255,1.4266566
TCGA.06.0939.01,0.54089814,1.1640798,0.687375,1.1502092,1.245329,0.9524413,1.2128382,0.9850325,0.90309554,0.99646205
TCGA.06.1084.01,0.6858763,0.8635009,0.6157355,1.2855015,0.91626877,1.2914386,0.9881275,0.6887339,0.72759235,1.5645683
TCGA.06.1086.01,1.0325624,0.29344925,0.9330516,1.0923698,0.5027869,1.5551583,0.2725329,0.75812566,1.5106071,1.4353485
TCGA.06.1087.01,1.3045777,1.475986,0.8022667,1.1361156,0.28409052,1.1022755,0.5328592,0.8265119,1.2475235,0.9476435
TCGA.06.1800.01,0.88763326,1.3160356,1.0681205,1.0234834,0.77657604,1.1509732,0.6260766,1.0274911,0.696337,1.0028338
TCGA.06.1801.01,0.78743947,1.3150798,1.4163907,0.6593421,1.2201713,0.83664256,0.52530324,0.7825991,1.0608948,0.8899951
TCGA.06.1802.01,0.9982255,1.1173298,1.1723721,0.98429877,0.66995984,0.9447462,1.3820155,0.88451105,0.5294641,0.91121775
TCGA.06.1805.01,0.9009536,1.0186154,0.7824454,0.54696757,1.2746528,0.7003105,0.6522019,1.8240545,1.037265,1.1010435
TCGA.06.2557.01,0.8350558,0.94133687,1.1480703,1.1536851,0.67159027,1.192116,1.2325013,1.0123234,0.7384316,0.86116844
TCGA.06.2558.01,0.6942178,1.393022,1.2088126,1.044985,1.2915545,0.8387001,0.58171463,0.9078671,1.0045395,0.67258805
TCGA.06.2559.01,0.918039,1.1333976,1.3113606,1.2805252,0.80664265,1.0744668,0.52923137,0.952638,1.0313903,0.5140821
TCGA.06.2561.01,0.6390018,0.74403816,1.1318134,0.9337374,1.5253321,0.8852018,1.0071436,0.63873255,0.97403944,1.2422069
TCGA.06.2562.01,1.1813211,0.5894492,1.0346477,1.4453342,0.8444181,0.94647306,1.0947096,0.7071691,0.6696845,1.2996913
